x,y,z,P
0.0,0.0,300.0,7.215510610128397e-09
0.0,0.0,259.8076211353316,7.215510610128397e-09
0.0,0.0,150.00000000000003,7.215510610128397e-09
0.0,0.0,1.8369701987210297e-14,7.215510610128397e-09
-0.0,0.0,-149.99999999999994,7.215510610128397e-09
-0.0,0.0,-259.80762113533154,7.215510610128397e-09
-0.0,0.0,-300.0,7.215510610128397e-09
-0.0,-0.0,-259.80762113533166,7.215510610128397e-09
-0.0,-0.0,-150.00000000000014,7.215510610128397e-09
-0.0,-0.0,-5.510910596163089e-14,7.215510610128397e-09
0.0,-0.0,149.9999999999998,7.215510610128397e-09
0.0,-0.0,259.8076211353315,7.215510610128397e-09
0.0,0.0,360.0,7.024299677643783e-09
0.0,0.0,311.7691453623979,7.024299677643783e-09
0.0,0.0,180.00000000000003,7.024299677643783e-09
0.0,0.0,2.2043642384652358e-14,7.024299677643783e-09
-0.0,0.0,-179.99999999999991,7.024299677643783e-09
-0.0,0.0,-311.76914536239786,7.024299677643783e-09
-0.0,0.0,-360.0,7.024299677643783e-09
-0.0,-0.0,-311.769145362398,7.024299677643783e-09
-0.0,-0.0,-180.00000000000017,7.024299677643783e-09
-0.0,-0.0,-6.613092715395707e-14,7.024299677643783e-09
0.0,-0.0,179.99999999999977,7.024299677643783e-09
0.0,-0.0,311.7691453623978,7.024299677643783e-09
0.0,0.0,240.0,6.295294328975569e-09
0.0,0.0,207.84609690826528,6.295294328975569e-09
0.0,0.0,120.00000000000003,6.295294328975569e-09
0.0,0.0,1.469576158976824e-14,6.295294328975569e-09
-0.0,0.0,-119.99999999999994,6.295294328975569e-09
-0.0,0.0,-207.84609690826522,6.295294328975569e-09
-0.0,0.0,-240.0,6.295294328975569e-09
-0.0,-0.0,-207.8460969082653,6.295294328975569e-09
-0.0,-0.0,-120.00000000000011,6.295294328975569e-09
-0.0,-0.0,-4.408728476930471e-14,6.295294328975569e-09
0.0,-0.0,119.99999999999984,6.295294328975569e-09
0.0,-0.0,207.84609690826522,6.295294328975569e-09
0.0,0.0,420.0,6.109436678251158e-09
0.0,0.0,363.73066958946424,6.109436678251158e-09
0.0,0.0,210.00000000000006,6.109436678251158e-09
0.0,0.0,2.5717582782094416e-14,6.109436678251158e-09
-0.0,0.0,-209.99999999999991,6.109436678251158e-09
-0.0,0.0,-363.7306695894642,6.109436678251158e-09
-0.0,0.0,-420.0,6.109436678251158e-09
-0.0,-0.0,-363.7306695894643,6.109436678251158e-09
-0.0,-0.0,-210.0000000000002,6.109436678251158e-09
-0.0,-0.0,-7.715274834628324e-14,6.109436678251158e-09
0.0,-0.0,209.99999999999972,6.109436678251158e-09
0.0,-0.0,363.7306695894641,6.109436678251158e-09
0.0,0.0,480.0,4.8930531536419e-09
0.0,0.0,415.69219381653056,4.8930531536419e-09
0.0,0.0,240.00000000000006,4.8930531536419e-09
0.0,0.0,2.939152317953648e-14,4.8930531536419e-09
-0.0,0.0,-239.9999999999999,4.8930531536419e-09
-0.0,0.0,-415.69219381653045,4.8930531536419e-09
-0.0,0.0,-480.0,4.8930531536419e-09
-0.0,-0.0,-415.6921938165306,4.8930531536419e-09
-0.0,-0.0,-240.00000000000023,4.8930531536419e-09
-0.0,-0.0,-8.817456953860942e-14,4.8930531536419e-09
0.0,-0.0,239.9999999999997,4.8930531536419e-09
0.0,-0.0,415.69219381653045,4.8930531536419e-09
77.64571353075623,0.0,300.0,4.666123624941703e-09
67.24316041260401,38.822856765378106,259.8076211353316,4.666123624941703e-09
38.82285676537812,67.24316041260401,150.00000000000003,4.666123624941703e-09
4.7544287271476474e-15,77.64571353075623,1.8369701987210297e-14,4.666123624941703e-09
-38.8228567653781,67.24316041260401,-149.99999999999994,4.666123624941703e-09
-67.243160412604,38.82285676537814,-259.80762113533154,4.666123624941703e-09
-77.64571353075623,9.508857454295293e-15,-300.0,4.666123624941703e-09
-67.24316041260403,-38.82285676537809,-259.80762113533166,4.666123624941703e-09
-38.82285676537815,-67.243160412604,-150.00000000000014,4.666123624941703e-09
-1.426328618144294e-14,-77.64571353075623,-5.510910596163089e-14,4.666123624941703e-09
38.82285676537806,-67.24316041260404,149.9999999999998,4.666123624941703e-09
67.24316041260398,-38.82285676537815,259.8076211353315,4.666123624941703e-09
77.64571353075631,0.0,300.0,4.666123624941697e-09
67.24316041260408,38.82285676537815,259.8076211353316,4.666123624941697e-09
38.82285676537816,67.24316041260408,150.00000000000003,4.666123624941697e-09
4.754428727147652e-15,77.64571353075631,1.8369701987210297e-14,4.666123624941697e-09
-38.82285676537814,67.24316041260408,-149.99999999999994,4.666123624941697e-09
-67.24316041260407,38.822856765378184,-259.80762113533154,4.666123624941697e-09
-77.64571353075631,9.508857454295304e-15,-300.0,4.666123624941697e-09
-67.2431604126041,-38.822856765378134,-259.80762113533166,4.666123624941697e-09
-38.82285676537819,-67.24316041260407,-150.00000000000014,4.666123624941697e-09
-1.4263286181442955e-14,-77.64571353075631,-5.510910596163089e-14,4.666123624941697e-09
38.822856765378106,-67.24316041260411,149.9999999999998,4.666123624941697e-09
67.24316041260407,-38.82285676537819,259.8076211353315,4.666123624941697e-09
93.17485623690746,0.0,360.0,4.5424714126975425e-09
80.69179249512482,46.58742811845372,311.7691453623979,4.5424714126975425e-09
46.58742811845374,80.69179249512482,180.00000000000003,4.5424714126975425e-09
5.705314472577176e-15,93.17485623690746,2.2043642384652358e-14,4.5424714126975425e-09
-46.58742811845371,80.69179249512482,-179.99999999999991,4.5424714126975425e-09
-80.69179249512479,46.587428118453765,-311.76914536239786,4.5424714126975425e-09
-93.17485623690746,1.1410628945154353e-14,-360.0,4.5424714126975425e-09
-80.69179249512482,-46.5874281184537,-311.769145362398,4.5424714126975425e-09
-46.58742811845377,-80.6917924951248,-180.00000000000017,4.5424714126975425e-09
-1.7115943417731528e-14,-93.17485623690746,-6.613092715395707e-14,4.5424714126975425e-09
46.587428118453666,-80.69179249512484,179.99999999999977,4.5424714126975425e-09
80.69179249512477,-46.58742811845378,311.7691453623978,4.5424714126975425e-09
93.17485623690757,0.0,360.0,4.542471412697537e-09
80.69179249512491,46.58742811845377,311.7691453623979,4.542471412697537e-09
46.58742811845379,80.6917924951249,180.00000000000003,4.542471412697537e-09
5.705314472577183e-15,93.17485623690757,2.2043642384652358e-14,4.542471412697537e-09
-46.587428118453765,80.6917924951249,-179.99999999999991,4.542471412697537e-09
-80.69179249512489,46.587428118453815,-311.76914536239786,4.542471412697537e-09
-93.17485623690757,1.1410628945154366e-14,-360.0,4.542471412697537e-09
-80.69179249512491,-46.58742811845375,-311.769145362398,4.542471412697537e-09
-46.58742811845383,-80.69179249512489,-180.00000000000017,4.542471412697537e-09
-1.7115943417731547e-14,-93.17485623690757,-6.613092715395707e-14,4.542471412697537e-09
46.58742811845372,-80.69179249512493,179.99999999999977,4.542471412697537e-09
80.69179249512487,-46.58742811845383,311.7691453623978,4.542471412697537e-09
0.0,0.0,180.0,4.242776118350324e-09
0.0,0.0,155.88457268119896,4.242776118350324e-09
0.0,0.0,90.00000000000001,4.242776118350324e-09
0.0,0.0,1.1021821192326179e-14,4.242776118350324e-09
-0.0,0.0,-89.99999999999996,4.242776118350324e-09
-0.0,0.0,-155.88457268119893,4.242776118350324e-09
-0.0,0.0,-180.0,4.242776118350324e-09
-0.0,-0.0,-155.884572681199,4.242776118350324e-09
-0.0,-0.0,-90.00000000000009,4.242776118350324e-09
-0.0,-0.0,-3.3065463576978534e-14,4.242776118350324e-09
0.0,-0.0,89.99999999999989,4.242776118350324e-09
0.0,-0.0,155.8845726811989,4.242776118350324e-09
62.11657082460498,0.0,240.0,4.071038514330689e-09
53.79452833008321,31.058285412302485,207.84609690826528,4.071038514330689e-09
31.058285412302496,53.7945283300832,120.00000000000003,4.071038514330689e-09
3.8035429817181175e-15,62.11657082460498,1.469576158976824e-14,4.071038514330689e-09
-31.058285412302475,53.79452833008321,-119.99999999999994,4.071038514330689e-09
-53.794528330083196,31.05828541230251,-207.84609690826522,4.071038514330689e-09
-62.11657082460498,7.607085963436237e-15,-240.0,4.071038514330689e-09
-53.79452833008322,-31.05828541230247,-207.8460969082653,4.071038514330689e-09
-31.058285412302517,-53.794528330083196,-120.00000000000011,4.071038514330689e-09
-1.1410628945154352e-14,-62.11657082460498,-4.408728476930471e-14,4.071038514330689e-09
31.058285412302446,-53.79452833008323,119.99999999999984,4.071038514330689e-09
53.79452833008319,-31.058285412302517,207.84609690826522,4.071038514330689e-09
62.11657082460504,0.0,240.0,4.071038514330684e-09
53.79452833008327,31.058285412302517,207.84609690826528,4.071038514330684e-09
31.058285412302528,53.79452833008326,120.00000000000003,4.071038514330684e-09
3.8035429817181214e-15,62.11657082460504,1.469576158976824e-14,4.071038514330684e-09
-31.058285412302507,53.79452833008327,-119.99999999999994,4.071038514330684e-09
-53.79452833008325,31.058285412302546,-207.84609690826522,4.071038514330684e-09
-62.11657082460504,7.607085963436244e-15,-240.0,4.071038514330684e-09
-53.794528330083274,-31.058285412302503,-207.8460969082653,4.071038514330684e-09
-31.05828541230255,-53.79452833008325,-120.00000000000011,4.071038514330684e-09
-1.1410628945154364e-14,-62.11657082460504,-4.408728476930471e-14,4.071038514330684e-09
31.058285412302478,-53.79452833008329,119.99999999999984,4.071038514330684e-09
53.794528330083246,-31.058285412302553,207.84609690826522,4.071038514330684e-09
108.7039989430587,0.0,420.0,3.950848160275357e-09
94.14042457764562,54.351999471529346,363.73066958946424,3.950848160275357e-09
54.35199947152937,94.1404245776456,210.00000000000006,3.950848160275357e-09
6.656200218006706e-15,108.7039989430587,2.5717582782094416e-14,3.950848160275357e-09
-54.35199947152933,94.14042457764562,-209.99999999999991,3.950848160275357e-09
-94.14042457764559,54.35199947152939,-363.7306695894642,3.950848160275357e-09
-108.7039989430587,1.3312400436013412e-14,-420.0,3.950848160275357e-09
-94.14042457764563,-54.351999471529325,-363.7306695894643,3.950848160275357e-09
-54.3519994715294,-94.1404245776456,-210.0000000000002,3.950848160275357e-09
-1.9968600654020114e-14,-108.7039989430587,-7.715274834628324e-14,3.950848160275357e-09
54.35199947152928,-94.14042457764566,209.99999999999972,3.950848160275357e-09
94.14042457764558,-54.3519994715294,363.7306695894641,3.950848160275357e-09
108.70399894305882,0.0,420.0,3.950848160275352e-09
94.14042457764572,54.3519994715294,363.73066958946424,3.950848160275352e-09
54.351999471529425,94.1404245776457,210.00000000000006,3.950848160275352e-09
6.656200218006713e-15,108.70399894305882,2.5717582782094416e-14,3.950848160275352e-09
-54.35199947152939,94.14042457764572,-209.99999999999991,3.950848160275352e-09
-94.14042457764569,54.35199947152945,-363.7306695894642,3.950848160275352e-09
-108.70399894305882,1.3312400436013426e-14,-420.0,3.950848160275352e-09
-94.14042457764573,-54.35199947152938,-363.7306695894643,3.950848160275352e-09
-54.35199947152946,-94.1404245776457,-210.0000000000002,3.950848160275352e-09
-1.9968600654020136e-14,-108.70399894305882,-7.715274834628324e-14,3.950848160275352e-09
54.35199947152934,-94.14042457764576,209.99999999999972,3.950848160275352e-09
94.14042457764567,-54.35199947152947,363.7306695894641,3.950848160275352e-09
0.0,0.0,540.0,3.679603312218243e-09
0.0,0.0,467.6537180435969,3.679603312218243e-09
0.0,0.0,270.00000000000006,3.679603312218243e-09
0.0,0.0,3.3065463576978534e-14,3.679603312218243e-09
-0.0,0.0,-269.9999999999999,3.679603312218243e-09
-0.0,0.0,-467.65371804359677,3.679603312218243e-09
-0.0,0.0,-540.0,3.679603312218243e-09
-0.0,-0.0,-467.65371804359694,3.679603312218243e-09
-0.0,-0.0,-270.0000000000002,3.679603312218243e-09
-0.0,-0.0,-9.919639073093561e-14,3.679603312218243e-09
0.0,-0.0,269.99999999999966,3.679603312218243e-09
0.0,-0.0,467.6537180435967,3.679603312218243e-09
124.23314164920995,0.0,480.0,3.1642377306264808e-09
107.58905666016642,62.11657082460497,415.69219381653056,3.1642377306264808e-09
62.11657082460499,107.5890566601664,240.00000000000006,3.1642377306264808e-09
7.607085963436235e-15,124.23314164920995,2.939152317953648e-14,3.1642377306264808e-09
-62.11657082460495,107.58905666016642,-239.9999999999999,3.1642377306264808e-09
-107.58905666016639,62.11657082460502,-415.69219381653045,3.1642377306264808e-09
-124.23314164920995,1.5214171926872473e-14,-480.0,3.1642377306264808e-09
-107.58905666016643,-62.11657082460494,-415.6921938165306,3.1642377306264808e-09
-62.116570824605034,-107.58905666016639,-240.00000000000023,3.1642377306264808e-09
-2.2821257890308703e-14,-124.23314164920995,-8.817456953860942e-14,3.1642377306264808e-09
62.11657082460489,-107.58905666016646,239.9999999999997,3.1642377306264808e-09
107.58905666016638,-62.116570824605034,415.69219381653045,3.1642377306264808e-09
124.23314164921008,0.0,480.0,3.1642377306264767e-09
107.58905666016653,62.116570824605034,415.69219381653056,3.1642377306264767e-09
62.116570824605056,107.58905666016652,240.00000000000006,3.1642377306264767e-09
7.607085963436243e-15,124.23314164921008,2.939152317953648e-14,3.1642377306264767e-09
-62.11657082460501,107.58905666016653,-239.9999999999999,3.1642377306264767e-09
-107.5890566601665,62.11657082460509,-415.69219381653045,3.1642377306264767e-09
-124.23314164921008,1.521417192687249e-14,-480.0,3.1642377306264767e-09
-107.58905666016655,-62.116570824605006,-415.6921938165306,3.1642377306264767e-09
-62.1165708246051,-107.5890566601665,-240.00000000000023,3.1642377306264767e-09
-2.282125789030873e-14,-124.23314164921008,-8.817456953860942e-14,3.1642377306264767e-09
62.116570824604956,-107.58905666016658,239.9999999999997,3.1642377306264767e-09
107.58905666016649,-62.116570824605105,415.69219381653045,3.1642377306264767e-09
46.58742811845373,0.0,180.0,2.743716827660602e-09
40.34589624756241,23.29371405922686,155.88457268119896,2.743716827660602e-09
23.29371405922687,40.34589624756241,90.00000000000001,2.743716827660602e-09
2.852657236288588e-15,46.58742811845373,1.1021821192326179e-14,2.743716827660602e-09
-23.293714059226854,40.34589624756241,-89.99999999999996,2.743716827660602e-09
-40.34589624756239,23.293714059226883,-155.88457268119893,2.743716827660602e-09
-46.58742811845373,5.705314472577177e-15,-180.0,2.743716827660602e-09
-40.34589624756241,-23.29371405922685,-155.884572681199,2.743716827660602e-09
-23.293714059226886,-40.3458962475624,-90.00000000000009,2.743716827660602e-09
-8.557971708865764e-15,-46.58742811845373,-3.3065463576978534e-14,2.743716827660602e-09
23.293714059226833,-40.34589624756242,89.99999999999989,2.743716827660602e-09
40.345896247562386,-23.29371405922689,155.8845726811989,2.743716827660602e-09
46.587428118453786,0.0,180.0,2.7437168276605982e-09
40.34589624756246,23.293714059226886,155.88457268119896,2.7437168276605982e-09
23.293714059226897,40.34589624756245,90.00000000000001,2.7437168276605982e-09
2.8526572362885915e-15,46.587428118453786,1.1021821192326179e-14,2.7437168276605982e-09
-23.293714059226883,40.34589624756245,-89.99999999999996,2.7437168276605982e-09
-40.34589624756244,23.293714059226907,-155.88457268119893,2.7437168276605982e-09
-46.587428118453786,5.705314472577183e-15,-180.0,2.7437168276605982e-09
-40.34589624756246,-23.293714059226875,-155.884572681199,2.7437168276605982e-09
-23.293714059226915,-40.34589624756244,-90.00000000000009,2.7437168276605982e-09
-8.557971708865774e-15,-46.587428118453786,-3.3065463576978534e-14,2.7437168276605982e-09
23.29371405922686,-40.345896247562465,89.99999999999989,2.7437168276605982e-09
40.345896247562436,-23.293714059226915,155.8845726811989,2.7437168276605982e-09
0.0,0.0,600.0,2.632945933474529e-09
0.0,0.0,519.6152422706632,2.632945933474529e-09
0.0,0.0,300.00000000000006,2.632945933474529e-09
0.0,0.0,3.6739403974420595e-14,2.632945933474529e-09
-0.0,0.0,-299.9999999999999,2.632945933474529e-09
-0.0,0.0,-519.6152422706631,2.632945933474529e-09
-0.0,0.0,-600.0,2.632945933474529e-09
-0.0,-0.0,-519.6152422706633,2.632945933474529e-09
-0.0,-0.0,-300.0000000000003,2.632945933474529e-09
-0.0,-0.0,-1.1021821192326178e-13,2.632945933474529e-09
0.0,-0.0,299.9999999999996,2.632945933474529e-09
0.0,-0.0,519.615242270663,2.632945933474529e-09
139.7622843553612,0.0,540.0,2.3795244540912343e-09
121.03768874268722,69.88114217768059,467.6537180435969,2.3795244540912343e-09
69.88114217768062,121.03768874268721,270.00000000000006,2.3795244540912343e-09
8.557971708865764e-15,139.7622843553612,3.3065463576978534e-14,2.3795244540912343e-09
-69.88114217768057,121.03768874268722,-269.9999999999999,2.3795244540912343e-09
-121.0376887426872,69.88114217768064,-467.65371804359677,2.3795244540912343e-09
-139.7622843553612,1.7115943417731528e-14,-540.0,2.3795244540912343e-09
-121.03768874268724,-69.88114217768056,-467.65371804359694,2.3795244540912343e-09
-69.88114217768066,-121.0376887426872,-270.0000000000002,2.3795244540912343e-09
-2.5673915126597292e-14,-139.7622843553612,-9.919639073093561e-14,2.3795244540912343e-09
69.8811421776805,-121.03768874268728,269.99999999999966,2.3795244540912343e-09
121.03768874268718,-69.88114217768066,467.6537180435967,2.3795244540912343e-09
139.76228435536134,0.0,540.0,2.379524454091232e-09
121.03768874268735,69.88114217768066,467.6537180435969,2.379524454091232e-09
69.88114217768069,121.03768874268734,270.00000000000006,2.379524454091232e-09
8.557971708865774e-15,139.76228435536134,3.3065463576978534e-14,2.379524454091232e-09
-69.88114217768064,121.03768874268735,-269.9999999999999,2.379524454091232e-09
-121.03768874268732,69.88114217768072,-467.65371804359677,2.379524454091232e-09
-139.76228435536134,1.7115943417731547e-14,-540.0,2.379524454091232e-09
-121.03768874268737,-69.88114217768063,-467.65371804359694,2.379524454091232e-09
-69.88114217768073,-121.03768874268732,-270.0000000000002,2.379524454091232e-09
-2.5673915126597318e-14,-139.76228435536134,-9.919639073093561e-14,2.379524454091232e-09
69.88114217768057,-121.03768874268741,269.99999999999966,2.379524454091232e-09
121.03768874268731,-69.88114217768073,467.6537180435967,2.379524454091232e-09
0.0,0.0,660.0,1.8097711449557298e-09
0.0,0.0,571.5767664977295,1.8097711449557298e-09
0.0,0.0,330.00000000000006,1.8097711449557298e-09
0.0,0.0,4.0413344371862656e-14,1.8097711449557298e-09
-0.0,0.0,-329.99999999999983,1.8097711449557298e-09
-0.0,0.0,-571.5767664977294,1.8097711449557298e-09
-0.0,0.0,-660.0,1.8097711449557298e-09
-0.0,-0.0,-571.5767664977296,1.8097711449557298e-09
-0.0,-0.0,-330.0000000000003,1.8097711449557298e-09
-0.0,-0.0,-1.2124003311558795e-13,1.8097711449557298e-09
0.0,-0.0,329.99999999999955,1.8097711449557298e-09
0.0,-0.0,571.5767664977293,1.8097711449557298e-09
0.0,0.0,120.0,1.785147481932729e-09
0.0,0.0,103.92304845413264,1.785147481932729e-09
0.0,0.0,60.000000000000014,1.785147481932729e-09
0.0,0.0,7.34788079488412e-15,1.785147481932729e-09
-0.0,0.0,-59.99999999999997,1.785147481932729e-09
-0.0,0.0,-103.92304845413261,1.785147481932729e-09
-0.0,0.0,-120.0,1.785147481932729e-09
-0.0,-0.0,-103.92304845413265,1.785147481932729e-09
-0.0,-0.0,-60.00000000000006,1.785147481932729e-09
-0.0,-0.0,-2.2043642384652355e-14,1.785147481932729e-09
0.0,-0.0,59.99999999999992,1.785147481932729e-09
0.0,-0.0,103.92304845413261,1.785147481932729e-09
155.29142706151245,0.0,600.0,1.7026724631427113e-09
134.48632082520803,77.64571353075621,519.6152422706632,1.7026724631427113e-09
77.64571353075624,134.48632082520803,300.00000000000006,1.7026724631427113e-09
9.508857454295295e-15,155.29142706151245,3.6739403974420595e-14,1.7026724631427113e-09
-77.6457135307562,134.48632082520803,-299.9999999999999,1.7026724631427113e-09
-134.486320825208,77.64571353075628,-519.6152422706631,1.7026724631427113e-09
-155.29142706151245,1.9017714908590587e-14,-600.0,1.7026724631427113e-09
-134.48632082520805,-77.64571353075618,-519.6152422706633,1.7026724631427113e-09
-77.6457135307563,-134.486320825208,-300.0000000000003,1.7026724631427113e-09
-2.852657236288588e-14,-155.29142706151245,-1.1021821192326178e-13,1.7026724631427113e-09
77.64571353075613,-134.48632082520808,299.9999999999996,1.7026724631427113e-09
134.48632082520797,-77.6457135307563,519.615242270663,1.7026724631427113e-09
155.29142706151262,0.0,600.0,1.7026724631427097e-09
134.48632082520817,77.6457135307563,519.6152422706632,1.7026724631427097e-09
77.64571353075632,134.48632082520817,300.00000000000006,1.7026724631427097e-09
9.508857454295304e-15,155.29142706151262,3.6739403974420595e-14,1.7026724631427097e-09
-77.64571353075628,134.48632082520817,-299.9999999999999,1.7026724631427097e-09
-134.48632082520814,77.64571353075637,-519.6152422706631,1.7026724631427097e-09
-155.29142706151262,1.901771490859061e-14,-600.0,1.7026724631427097e-09
-134.4863208252082,-77.64571353075627,-519.6152422706633,1.7026724631427097e-09
-77.64571353075638,-134.48632082520814,-300.0000000000003,1.7026724631427097e-09
-2.852657236288591e-14,-155.29142706151262,-1.1021821192326178e-13,1.7026724631427097e-09
77.64571353075621,-134.48632082520822,299.9999999999996,1.7026724631427097e-09
134.48632082520814,-77.64571353075638,519.615242270663,1.7026724631427097e-09
259.8076211353316,0.0,300.0,1.3810938277198888e-09
225.00000000000003,129.90381056766577,259.8076211353316,1.3810938277198888e-09
129.90381056766583,225.00000000000003,150.00000000000003,1.3810938277198888e-09
1.5908628580873603e-14,259.8076211353316,1.8369701987210297e-14,1.3810938277198888e-09
-129.90381056766574,225.00000000000003,-149.99999999999994,1.3810938277198888e-09
-224.99999999999997,129.90381056766591,-259.80762113533154,1.3810938277198888e-09
-259.8076211353316,3.1817257161747206e-14,-300.0,1.3810938277198888e-09
-225.00000000000006,-129.90381056766574,-259.80762113533166,1.3810938277198888e-09
-129.90381056766591,-224.99999999999997,-150.00000000000014,1.3810938277198888e-09
-4.7725885742620805e-14,-259.8076211353316,-5.510910596163089e-14,1.3810938277198888e-09
129.90381056766563,-225.0000000000001,149.9999999999998,1.3810938277198888e-09
